n.id,n.name,synonym,synonym w/o disease,status
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamyl Phosphate Synthetase I Deficiency Disease,Carbamyl Phosphate Synthetase I Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamyl-Phosphate Synthetase 1 Deficiency Disease,Carbamyl-Phosphate Synthetase 1 Deficiency,
MESH:D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,Carbamyl-Phosphate Synthetase I Deficiency Disease,Carbamyl-Phosphate Synthetase I Deficiency,
MESH:D002275,Carcinoid Heart Disease,Carcinoid Heart Disease,Carcinoid Heart,remove
MESH:D006331,Heart Diseases,Cardiac Disease,Cardiac,remove
MESH:D000075224,Cardiac Conduction System Disease,Cardiac Conduction System Disease,Cardiac Conduction System,remove
MESH:D002318,Cardiovascular Diseases,Cardiovascular Disease,Cardiovascular,remove
MESH:D016767,Caroli Disease,Caroli Disease,Caroli,
MESH:D016767,Caroli Disease,Carolis Disease,Carolis,
MESH:D016767,Caroli Disease,Caroli's Disease,Caroli's,
MESH:D002340,Carotid Artery Diseases,Carotid Arterial Disease,Carotid Arterial,remove
MESH:D002340,Carotid Artery Diseases,Carotid Artery Disease,Carotid Artery,remove
MESH:D002340,Carotid Artery Diseases,Carotid Atherosclerotic Disease,Carotid Atherosclerotic,remove
MESH:C535590,Carrington syndrome,Carrington's Disease,Carrington's,
MESH:D001474,Bartonella Infections,Carrion Disease,Carrion,remove
MESH:D001474,Bartonella Infections,Carrion's Disease,Carrion's,
MESH:D002357,Cartilage Diseases,Cartilage Disease,Cartilage,remove
MESH:D005871,Castleman Disease,Castleman Disease,Castleman,
MESH:D005871,Castleman Disease,Castlemans Disease,Castlemans,
MESH:D005871,Castleman Disease,Castleman's Disease,Castleman's,
MESH:D002371,Cat Diseases,Cat Disease,Cat,remove
MESH:D002372,Cat-Scratch Disease,Cat Scratch Disease,Cat Scratch,remove
MESH:D002372,Cat-Scratch Disease,Catscratch Disease,Catscratch,remove
MESH:D002372,Cat-Scratch Disease,Cat-Scratch Disease,Cat-Scratch,remove
MESH:D002418,Cattle Diseases,Cattle Disease,Cattle,remove
MESH:C536209,Congenital central hypoventilation syndrome,Cchs With Hirschsprung Disease,Cchs With Hirschsprung,
MESH:D002429,Cecal Diseases,Cecal Disease,Cecal,remove
MESH:D002446,Celiac Disease,Celiac Disease,Celiac,
MESH:D001304,"Auditory Diseases, Central",Central Auditory Disease,Central Auditory,
MESH:D020512,"Myopathy, Central Core",Central Core Disease,Central Core,remove
MESH:D002493,"Ziekte, centraalzenuwstelsel-",Central Nervous System Disease,Central Nervous System,remove
MESH:D020852,Lyme Neuroborreliosis,Central Nervous System Lyme Disease,Central Nervous System Lyme,remove
MESH:D002526,Cerebellar Diseases,Cerebellar Disease,Cerebellar,remove
MESH:D002526,Cerebellar Diseases,Cerebellum Disease,Cerebellum,remove
MESH:D002539,Cerebral Arterial Diseases,Cerebral Arterial Disease,Cerebral Arterial,remove
MESH:D002539,Cerebral Arterial Diseases,Cerebral Artery Disease,Cerebral Artery,remove
MESH:C536318,Pelizaeus-Merzbacher like brain sclerosis,Cerebral sclerosis similar to Pelizaeus-Merzbacher disease,Cerebral sclerosis similar to Pelizaeus-Merzbacher,
MESH:D059345,Cerebral Small Vessel Diseases,Cerebral Small Vessel Disease,Cerebral Small Vessel,remove
MESH:D007966,"Leukodystrophy, Metachromatic",Cerebroside Sulphatase Deficiency Disease,Cerebroside Sulphatase Deficiency,
MESH:D002561,Cerebrovascular Disorders,Cerebrovascular Disease,Cerebrovascular,remove
MESH:D009072,Moyamoya Disease,Cerebrovascular Moyamoya Disease,Cerebrovascular Moyamoya,remove
MESH:D009472,Neuronal Ceroid-Lipofuscinoses,Ceroid Storage Disease,Ceroid Storage,remove
MESH:D002577,Uterine Cervical Diseases,Cervix Disease,Cervix,remove
MESH:D014355,Chagas Disease,Chagas Disease,Chagas,
MESH:D014355,Chagas Disease,Chagas' Disease,Chagas',
MESH:C536560,Chanarin-Dorfman Syndrome,Chanarin-Dorfman disease,Chanarin-Dorfman,
MESH:D000690,Amyotrophic Lateral Sclerosis,Charcot Disease,Charcot,
MESH:D002607,Charcot-Marie-Tooth Disease,Charcot Marie Disease,Charcot Marie,
MESH:D002607,Charcot-Marie-Tooth Disease,Charcot Marie Tooth Disease,Charcot Marie Tooth,
MESH:D002607,Charcot-Marie-Tooth Disease,Charcot-Marie Disease,Charcot-Marie,
MESH:D002607,Charcot-Marie-Tooth Disease,Charcot-Marie-Tooth Disease,Charcot-Marie-Tooth,
MESH:C536446,Corpus callosum agenesis neuronopathy,Charlevoix disease,Charlevoix,
MESH:D004422,Dystonia Musculorum Deformans,Childhood Torsion Disease,Childhood Torsion,remove
MESH:D015217,Cholesterol Ester Storage Disease,Cholesterol Ester Storage Disease,Cholesterol Ester Storage,remove
MESH:D015217,Cholesterol Ester Storage Disease,Cholesteryl Ester Storage Disease,Cholesteryl Ester Storage,remove
MESH:D015862,Choroid Diseases,Choroid Disease,Choroid,remove
MESH:D015862,Choroid Diseases,Choroidal Disease,Choroidal,remove
MESH:D002836,Hemophilia B,Christmas Disease,Christmas,remove
MESH:D002908,Chronic Disease,Chronic Disease,Chronic,remove
MESH:D005776,Gaucher Disease,Chronic Gaucher Disease,Chronic Gaucher,
MESH:D006105,"Granulomatous Disease, Chronic",Chronic Granulomatous Disease,Chronic Granulomatous,
MESH:D051436,"Renal Insufficiency, Chronic",Chronic Kidney Disease,Chronic Kidney,
MESH:D000077342,Post-Lyme Disease Syndrome,Chronic Lyme Disease,Chronic Lyme,
MESH:D029424,"Pulmonary Disease, Chronic Obstructive",Chronic Obstructive Airway Disease,Chronic Obstructive Airway,
MESH:D029424,"Pulmonary Disease, Chronic Obstructive",Chronic Obstructive Lung Disease,Chronic Obstructive Lung,
MESH:D029424,"Pulmonary Disease, Chronic Obstructive",Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary,
MESH:D051436,"Renal Insufficiency, Chronic",Chronic Renal Disease,Chronic Renal,
MESH:D034081,"Wasting Disease, Chronic",Chronic Wasting Disease,Chronic Wasting,
MESH:C535460,Chylomicron retention disease,Chylomicron retention disease,Chylomicron retention,
MESH:D019559,Capillary Leak Syndrome,Clarkson Disease,Clarkson,
MESH:D008375,Maple Syrup Urine Disease,Classic Maple Syrup Urine Disease,Classic Maple Syrup Urine,
MESH:D009072,Moyamoya Disease,Classic Moyamoya Disease,Classic Moyamoya,
MESH:D020371,Pelizaeus-Merzbacher Disease,Classic Pelizaeus Merzbacher Disease,Classic Pelizaeus Merzbacher,
MESH:D020371,Pelizaeus-Merzbacher Disease,Classic Pelizaeus-Merzbacher Disease,Classic Pelizaeus-Merzbacher,
MESH:D012035,Refsum Disease,Classic Refsum Disease,Classic Refsum,
MESH:D008375,Maple Syrup Urine Disease,Classical Maple Syrup Urine Disease,Classical Maple Syrup Urine,
MESH:D052536,"Niemann-Pick Disease, Type A",Classical Niemann Pick Disease,Classical Niemann Pick,
MESH:D052536,"Niemann-Pick Disease, Type A",Classical Niemann-Pick Disease,Classical Niemann-Pick,
MESH:D002493,"Ziekte, centraalzenuwstelsel-",CNS Disease,CNS,remove
MESH:D020805,Central Nervous System Viral Diseases,CNS Viral Disease,CNS Viral,remove
MESH:D058456,Retinal Telangiectasis,Coat Disease,Coat,remove
MESH:D058456,Retinal Telangiectasis,Coats Disease,Coats,remove
MESH:D058456,Retinal Telangiectasis,Coats' Disease,Coats',
MESH:C564747,"Methylmalonic Aciduria and Homocystinuria, CblF Type",Cobalamin F Disease,Cobalamin F,remove
MESH:D015834,Cochlear Diseases,Cochlear Disease,Cochlear,remove
MESH:D000160,Vestibulocochlear Nerve Diseases,Cochlear Nerve Disease,Cochlear Nerve,remove
MESH:D020371,Pelizaeus-Merzbacher Disease,Cockayne Pelizaeus Merzbacher Disease,Cockayne Pelizaeus Merzbacher,
MESH:D016108,Epidermolysis Bullosa Dystrophica,Cockayne Touraine Disease,Cockayne Touraine,
MESH:D020371,Pelizaeus-Merzbacher Disease,Cockayne-Pelizaeus-Merzbacher Disease,Cockayne-Pelizaeus-Merzbacher,
MESH:D016108,Epidermolysis Bullosa Dystrophica,Cockayne-Touraine Disease,Cockayne-Touraine,
MESH:C564372,Brain Small Vessel Disease with Hemorrhage,Col4a1 Related Brain Small Vessel Disease,Col4a1 Related Brain Small Vessel,remove
MESH:D065708,Porencephaly,Col4a1 Related Brain Small Vessel Disease,Col4a1 Related Brain Small Vessel,remove
MESH:C564372,Brain Small Vessel Disease with Hemorrhage,Col4a1-Related Brain Small-Vessel Disease,Col4a1-Related Brain Small-Vessel,remove
MESH:D065708,Porencephaly,Col4a1-Related Brain Small-Vessel Disease,Col4a1-Related Brain Small-Vessel,remove
MESH:D000744,"Anemia, Hemolytic, Autoimmune",Cold Agglutinin Disease,Cold Agglutinin,remove
MESH:D000744,"Anemia, Hemolytic, Autoimmune",Cold Antibody Disease,Cold Antibody,remove
MESH:D003095,Collagen Diseases,Collagen Disease,Collagen,remove
MESH:C537168,Papillorenal syndrome,Coloboma of optic nerve with renal disease,Coloboma of optic nerve with renal,remove
MESH:D003108,Colonic Diseases,Colonic Disease,Colonic,remove
MESH:D003141,Communicable Diseases,Communicable Disease,Communicable,remove
MESH:D020159,Citrullinemia,Complete Argininosuccinic Acid Synthetase Deficiency Disease,Complete Argininosuccinic Acid Synthetase Deficiency,
MESH:D007926,Lesch-Nyhan Syndrome,Complete HGPRT Deficiency Disease,Complete HGPRT Deficiency,
MESH:D006330,"Heart Defects, Congenital",Congenital Heart Disease,Congenital Heart,
MESH:D000081207,Primary Immunodeficiency Diseases,Congenital Immunodeficiency Disease,Congenital Immunodeficiency,
MESH:D003229,Conjunctival Diseases,Conjunctival Disease,Conjunctival,remove
MESH:D018246,Adrenocortical Adenoma,Conn Disease,Conn,remove
MESH:D003240,Connective Tissue Diseases,Connective Tissue Disease,Connective Tissue,remove
MESH:D018246,Adrenocortical Adenoma,Conns Disease,Conns,
MESH:D018246,Adrenocortical Adenoma,Conn's Disease,Conn's,
MESH:D006527,Hepatolenticular Degeneration,Copper Storage Disease,Copper Storage,remove
MESH:D007706,Menkes Kinky Hair Syndrome,Copper Transport Disease,Copper Transport,remove
MESH:D006010,Glycogen Storage Disease Type III,Cori Disease,Cori,
MESH:D006010,Glycogen Storage Disease Type III,Coris Disease,Coris,
MESH:D006010,Glycogen Storage Disease Type III,Cori's Disease,Cori's,
MESH:D003316,Corneal Diseases,Corneal Disease,Corneal,remove
MESH:D003327,Coronary Disease,Coronary Disease,Coronary,remove
MESH:D003324,Coronary Artery Disease,Coronary Artery Disease,Coronary Artery,remove
MESH:D003327,Coronary Disease,Coronary Heart Disease,Coronary Heart,remove
MESH:D013801,Theileriasis,Corridor Disease,Corridor,remove
MESH:D020961,Lewy Body Disease,Cortical Lewy Body Disease,Cortical Lewy Body,remove
MESH:D000086382,COVID-19,COVID 19 Virus Disease,COVID 19 Virus,remove
MESH:C000657245,COVID-19,COVID-19 virus disease,COVID-19 virus,remove
MESH:D000086382,COVID-19,COVID-19 Virus Disease,COVID-19 Virus,remove
MESH:D006223,"Hamartoma Syndrome, Multiple",Cowden Disease,Cowden,
MESH:D006223,"Hamartoma Syndrome, Multiple",Cowdens Disease,Cowdens,
MESH:D006223,"Hamartoma Syndrome, Multiple",Cowden's Disease,Cowden's,
MESH:D011778,Q Fever,Coxiella burnetii Vector Borne Disease,Coxiella burnetii Vector Borne,
MESH:D011778,Q Fever,Coxiella burnetii Vector-Borne Disease,Coxiella burnetii Vector-Borne,
MESH:C563162,Chondrocalcinosis 2,CPPDD Calcium Pyrophosphate Dihydrate Deposition Disease,CPPDD Calcium Pyrophosphate Dihydrate Deposition,
MESH:D003389,Cranial Nerve Diseases,Cranial Nerve Disease,Cranial Nerve,remove
MESH:D017271,Craniomandibular Disorders,Craniomandibular Disease,Craniomandibular,remove
MESH:D007562,Creutzfeldt-Jakob Syndrome,Creutzfeldt Jacob Disease,Creutzfeldt Jacob,
MESH:D007562,Creutzfeldt-Jakob Syndrome,Creutzfeldt Jakob Disease,Creutzfeldt Jakob,
MESH:D007562,Creutzfeldt-Jakob Syndrome,Creutzfeldt-Jakob Disease,Creutzfeldt-Jakob,
MESH:D003424,Crohn Disease,Crohn Disease,Crohn,
MESH:D003424,Crohn Disease,Crohns Disease,Crohns,
MESH:D003424,Crohn Disease,Crohn's Disease,Crohn's,
MESH:D003394,Craniofacial Dysostosis,Crouzon Disease,Crouzon,
MESH:D003394,Craniofacial Dysostosis,Crouzons Disease,Crouzons,
MESH:D003394,Craniofacial Dysostosis,Crouzon's Disease,Crouzon's,
MESH:D047748,Pituitary ACTH Hypersecretion,Cushing Disease,Cushing,
MESH:D047748,Pituitary ACTH Hypersecretion,Cushing's Disease,Cushing's,
MESH:C565660,Cyanosis and Hepatic Disease,Cyanosis and Hepatic Disease,Cyanosis and Hepatic,remove
MESH:C564022,Cyclic Vomiting Syndrome with Neuromuscular Disease,Cyclic Vomiting Syndrome with Neuromuscular Disease,Cyclic Vomiting Syndrome with Neuromuscular,remove
MESH:D006712,Homocystinuria,Cystathionine beta Synthase Deficiency Disease,Cystathionine beta Synthase Deficiency,
MESH:D006712,Homocystinuria,Cystathionine beta-Synthase Deficiency Disease,Cystathionine beta-Synthase Deficiency,
MESH:D005348,Fibrocystic Breast Disease,Cystic Breast Disease,Cystic Breast,
MESH:D052177,"Kidney Diseases, Cystic",Cystic Kidney Disease,Cystic Kidney,
MESH:D052177,"Kidney Diseases, Cystic",Cystic Renal Disease,Cystic Renal,
MESH:D003554,Cystinosis,Cystine Disease,Cystine,remove
MESH:D003554,Cystinosis,Cystine Storage Disease,Cystine Storage,remove
MESH:C564710,Hypotonia-Cystinuria Syndrome,Cystinuria with Mitochondrial Disease,Cystinuria with Mitochondrial,remove
MESH:D003586,Cytomegalovirus Infections,Cytomegalic Inclusion Disease,Cytomegalic Inclusion,remove
MESH:C538505,Cytomegalic inclusion body disease,Cytomegalic inclusion body disease,Cytomegalic inclusion body,remove
MESH:D052120,Glycogen Storage Disease Type IIb,Danon Disease,Danon,
MESH:D007644,Darier Disease,Darier Disease,Darier,
MESH:D007644,Darier Disease,Darier White Disease,Darier White,
MESH:D007644,Darier Disease,Dariers Disease,Dariers,
MESH:D007644,Darier Disease,Darier's Disease,Darier's,
MESH:D007644,Darier Disease,Darier-White Disease,Darier-White,
MESH:C562924,Dowling-Degos Disease,dark dot disease,dark dot,remove
MESH:C536210,Congenital chloride diarrhea,Darrow-Gamble disease,Darrow-Gamble,
MESH:C537470,Microvillus inclusion disease,Davidson disease,Davidson,
MESH:D053684,De Quervain Disease,De Quervain Disease,De Quervain,
MESH:D053684,De Quervain Disease,De Quervains Disease,De Quervains,
MESH:D053684,De Quervain Disease,De Quervain's Disease,De Quervain's,
MESH:C538361,Reticular dysgenesis,De Vaal Disease,De Vaal,
MESH:C536830,Glut1 Deficiency Syndrome,De Vivo disease,De Vivo,
MESH:C538078,Charcot-Marie-Tooth disease and deafness,Deafness with Charcot-Marie-Tooth Disease,Deafness with Charcot-Marie-Tooth,
MESH:C536356,"Anemia, hereditary spherocytic hemolytic",Debrie's familial haemolytic disease,Debrie's familial haemolytic,remove
MESH:D003677,Deficiency Diseases,Deficiency Disease,Deficiency,remove
MESH:D055959,Intervertebral Disc Degeneration,Degenerative Disc Disease,Degenerative Disc,remove
MESH:D019636,Neurodegenerative Diseases,Degenerative Neurologic Disease,Degenerative Neurologic,remove
MESH:D054853,Malignant Atrophic Papulosis,Degos Disease,Degos,
MESH:D015417,Hereditary Sensory and Motor Neuropathy,Dejerine Sottas Disease,Dejerine Sottas,
MESH:D015417,Hereditary Sensory and Motor Neuropathy,Dejerine-Sottas Disease,Dejerine-Sottas,
MESH:C538539,Albinism with hemorrhagic diathesis and pigmented reticuloendothelial cells,Delta storage pool disease,Delta storage pool,remove
MESH:D003711,Demyelinating Diseases,Demyelinating Disease,Demyelinating,remove
MESH:D015432,"Glomerulonephritis, Membranoproliferative",Dense Deposit Disease,Dense Deposit,remove
MESH:D057973,Dent Disease,Dent Disease,Dent,remove
MESH:D009057,Stomatognathic Diseases,Dental Disease,Dental,remove
MESH:D003788,Dental Pulp Diseases,Dental Pulp Disease,Dental Pulp,remove
MESH:D057973,Dent Disease,Dents Disease,Dents,
MESH:D057973,Dent Disease,Dent's Disease,Dent's,
MESH:D000274,Adiposis Dolorosa,Dercum Disease,Dercum,
MESH:D000274,Adiposis Dolorosa,Dercums Disease,Dercums,
MESH:D000274,Adiposis Dolorosa,Dercum's Disease,Dercum's,
MESH:C538361,Reticular dysgenesis,DeVaal disease,DeVaal,
MESH:D001848,"Bone Diseases, Developmental",Developmental Bone Disease,Developmental Bone,remove
MESH:D009471,Neuromyelitis Optica,Devic Disease,Devic,
MESH:D009471,Neuromyelitis Optica,Devics Disease,Devics,
MESH:D009471,Neuromyelitis Optica,Devic's Disease,Devic's,
MESH:D004915,"Leukemia, Erythroblastic, Acute",Di Guglielmo Disease,Di Guglielmo,
MESH:D004915,"Leukemia, Erythroblastic, Acute",Di Guglielmos Disease,Di Guglielmos,
MESH:D004915,"Leukemia, Erythroblastic, Acute",Di Guglielmo's Disease,Di Guglielmo's,
MESH:D003928,Diabetic Nephropathies,Diabetic Kidney Disease,Diabetic Kidney,remove
MESH:D003925,Diabetic Angiopathies,Diabetic Vascular Disease,Diabetic Vascular,remove
MESH:C535950,Dianzani autoimmune lymphoproliferative syndrome,Dianzani Autoimmune Lymphoproliferative Disease,Dianzani Autoimmune Lymphoproliferative,
MESH:C535950,Dianzani autoimmune lymphoproliferative syndrome,Dianzani form of autoimmune lymphoproliferative disease,Dianzani form of autoimmune lymphoproliferative,
MESH:C536172,Dieterich's disease,Dieterich disease,Dieterich,
MESH:C536172,Dieterich's disease,Dieterich's disease,Dieterich's,
MESH:D020961,Lewy Body Disease,Diffuse Lewy Body Disease,Diffuse Lewy Body,
MESH:D017563,"Lung Diseases, Interstitial",Diffuse Parenchymal Lung Disease,Diffuse Parenchymal Lung,
MESH:D004066,Digestive System Diseases,Digestive System Disease,Digestive System,remove
MESH:D010661,Phenylketonurias,Dihydropteridine Reductase Deficiency Disease,Dihydropteridine Reductase Deficiency,
MESH:C536176,Dimauro disease,Dimauro disease,Dimauro,
MESH:D010015,"Osteolysis, Essential",Disappearing Bone Disease,Disappearing Bone,remove
MESH:D004194,Disease,Disease,Disease,remove
MESH:D000076385,Diverticular Diseases,Diverticular Disease,Diverticular,remove
MESH:D004283,Dog Diseases,Dog Disease,Dog,remove
MESH:C562924,Dowling-Degos Disease,Dowling-Degos Disease,Dowling-Degos,
MESH:C562924,Dowling-Degos Disease,Dowling-Degos-Kitamura Disease,Dowling-Degos-Kitamura,
MESH:D056486,Chemical and Drug Induced Liver Injury,Drug Induced Liver Disease,Drug Induced Liver,
MESH:D056486,Chemical and Drug Induced Liver Injury,Drug-Induced Liver Disease,Drug-Induced Liver,
MESH:D015352,Dry Eye Syndromes,Dry Eye Disease,Dry Eye,
MESH:D003874,Dermatitis Herpetiformis,Duhring Disease,Duhring,
MESH:D003874,Dermatitis Herpetiformis,Duhrings Disease,Duhrings,
MESH:D003874,Dermatitis Herpetiformis,Duhring's Disease,Duhring's,
MESH:D008232,Lymphoproliferative Disorders,Duncan Disease,Duncan,
MESH:D004378,Duodenal Diseases,Duodenal Disease,Duodenal,
MESH:D004387,Dupuytren Contracture,Dupuytren Disease,Dupuytren,
MESH:D004387,Dupuytren Contracture,Dupuytrens Disease,Dupuytrens,
MESH:D004387,Dupuytren Contracture,Dupuytren's Disease,Dupuytren's,
MESH:C000657684,Dutch elm disease,Dutch elm disease,Dutch elm,
MESH:C535726,Dyggve-Melchior-Clausen syndrome,Dyggve-Melchior-Clausen Disease,Dyggve-Melchior-Clausen,
MESH:C538011,Eales disease,Eales disease,Eales,
MESH:D004427,Ear Diseases,Ear Disease,Ear,remove
MESH:D000544,Alzheimer Disease,Early Onset Alzheimer Disease,Early Onset Alzheimer,
MESH:C536594,Alzheimer disease type 1,Early-onset familial form of Alzheimer disease,Early-onset familial form of Alzheimer,
MESH:D019142,"Hemorrhagic Fever, Ebola",Ebola Virus Disease,Ebola Virus,remove
MESH:D017443,"Skin Diseases, Eczematous",Eczematous Skin Disease,Eczematous Skin,
MESH:C536252,Pyle disease,Edwin Pyle disease,Edwin Pyle,
MESH:D004535,Ehlers-Danlos Syndrome,Ehlers Danlos Disease,Ehlers Danlos,
MESH:D004535,Ehlers-Danlos Syndrome,Ehlers-Danlos Disease,Ehlers-Danlos,
MESH:C536203,Elejalde Disease,Elejalde Disease,Elejalde,
MESH:D016715,Proteus Syndrome,Elephant Man Disease,Elephant Man,
MESH:D020436,Accessory Nerve Diseases,Eleventh Cranial Nerve Disease,Eleventh Cranial Nerve,remove
MESH:D021821,"Communicable Diseases, Emerging",Emerging Communicable Disease,Emerging Communicable,remove
MESH:D021821,"Communicable Diseases, Emerging",Emerging Infectious Disease,Emerging Infectious,remove
MESH:D001927,Brain Diseases,Encephalon Disease,Encephalon,remove
MESH:D007676,"Kidney Failure, Chronic",End Stage Kidney Disease,End Stage Kidney,remove
MESH:D058625,End Stage Liver Disease,End Stage Liver Disease,End Stage Liver,remove
MESH:D007676,"Kidney Failure, Chronic",End Stage Renal Disease,End Stage Renal,remove
MESH:D004700,Endocrine System Diseases,Endocrine Disease,Endocrine,remove
MESH:D001849,"Bone Diseases, Endocrine",Endocrine Bone Disease,Endocrine Bone,remove
MESH:D001941,Breast Diseases,Endocrine Breast Disease,Endocrine Breast,remove
MESH:D004700,Endocrine System Diseases,Endocrine System Disease,Endocrine System,remove
MESH:D014591,Uterine Diseases,Endometrial Disease,Endometrial,remove
MESH:D007676,"Kidney Failure, Chronic",End-Stage Kidney Disease,End-Stage Kidney,remove
MESH:D007676,"Kidney Failure, Chronic",End-Stage Renal Disease,End-Stage Renal,remove
MESH:D003966,Camurati-Engelmann Syndrome,Engelmann Disease,Engelmann,
MESH:D003966,Camurati-Engelmann Syndrome,Engelmann's Disease,Engelmann's,
MESH:D010038,Otorhinolaryngologic Diseases,ENT Disease,ENT,remove
MESH:D053546,"Keratoderma, Palmoplantar, Epidermolytic",Epidermolytic Thost-Unna Disease,Epidermolytic Thost-Unna,
MESH:D053546,"Keratoderma, Palmoplantar, Epidermolytic",Epidermolytic Unna-Thost Disease,Epidermolytic Unna-Thost,
MESH:D006734,Horse Diseases,Equine Disease,Equine,remove
MESH:D031249,Erdheim-Chester Disease,Erdheim Chester Disease,Erdheim Chester,
MESH:D031249,Erdheim-Chester Disease,Erdheim-Chester Disease,Erdheim-Chester,
MESH:D004935,Esophageal Diseases,Esophageal Disease,Esophageal,remove
MESH:D020967,Myotonic Disorders,Eulenburg Disease,Eulenburg,
MESH:D020967,Myotonic Disorders,Eulenburg's Disease,Eulenburg's,
MESH:D015352,Dry Eye Syndromes,Evaporative Dry Eye Disease,Evaporative Dry Eye,remove
MESH:D020734,Parkinsonian Disorders,Experimental Parkinson Disease,Experimental Parkinson,
MESH:D010145,"Paget Disease, Extramammary",Extra Mammary Paget Disease,Extra Mammary Paget,
MESH:D010145,"Paget Disease, Extramammary",Extra Mammary Paget's Disease,Extra Mammary Paget's,
MESH:D010145,"Paget Disease, Extramammary",Extramammary Paget Disease,Extramammary Paget,
MESH:D010145,"Paget Disease, Extramammary",Extra-Mammary Paget Disease,Extra-Mammary Paget,
MESH:D010145,"Paget Disease, Extramammary",Extramammary Pagets Disease,Extramammary Pagets,
MESH:D010145,"Paget Disease, Extramammary",Extramammary Paget's Disease,Extramammary Paget's,
MESH:D010145,"Paget Disease, Extramammary",Extra-Mammary Pagets Disease,Extra-Mammary Pagets,
MESH:D010145,"Paget Disease, Extramammary",Extra-Mammary Paget's Disease,Extra-Mammary Paget's,
MESH:D005128,Eye Diseases,Eye Disease,Eye,remove
MESH:D005141,Eyelid Diseases,Eyelid Disease,Eyelid,remove
MESH:D000795,Fabry Disease,Fabry Disease,Fabry,
MESH:D000795,Fabry Disease,Fabry's Disease,Fabry's,
MESH:D005155,Facial Nerve Diseases,Facial Nerve Disease,Facial Nerve,remove
MESH:C536275,Fahr's disease,Fahr's disease,Fahr's,
MESH:C536393,Fairbank disease,Fairbank disease,Fairbank,
MESH:D005184,Fallopian Tube Diseases,Fallopian Tube Disease,Fallopian Tube,remove
MESH:D052456,Hypoalphalipoproteinemias,Familial alpha Lipoprotein Deficiency Disease,Familial alpha Lipoprotein Deficiency,
MESH:D052456,Hypoalphalipoproteinemias,Familial alpha-Lipoprotein Deficiency Disease,Familial alpha-Lipoprotein Deficiency,
MESH:C535939,Chondrocalcinosis due to Apatite crystal deposition,Familial Apatite disease,Familial Apatite,
MESH:D006958,"Hyperostosis, Cortical, Congenital",Familial Caffey Disease,Familial Caffey,
MESH:D006958,"Hyperostosis, Cortical, Congenital",Familial Caffeys Disease,Familial Caffeys,
MESH:D006958,"Hyperostosis, Cortical, Congenital",Familial Caffey's Disease,Familial Caffey's,
MESH:D007562,Creutzfeldt-Jakob Syndrome,Familial Creutzfeldt Jakob Disease,Familial Creutzfeldt Jakob,
MESH:D007562,Creutzfeldt-Jakob Syndrome,Familial Creutzfeldt-Jakob Disease,Familial Creutzfeldt-Jakob,
MESH:D017825,Canavan Disease,Familial Form of Canavan Disease,Familial Form of Canavan,
MESH:C537696,Juvenile gout,Familial Gout-Kidney Disease,Familial Gout-Kidney,
MESH:D052456,Hypoalphalipoproteinemias,Familial High Density Lipoprotein Deficiency Disease,Familial High Density Lipoprotein Deficiency,
MESH:D052456,Hypoalphalipoproteinemias,Familial High-Density Lipoprotein Deficiency Disease,Familial High-Density Lipoprotein Deficiency,
MESH:C538636,Familial Letterer-Siwe disease,Familial Letterer-Siwe disease,Familial Letterer-Siwe,
MESH:D016472,Motor Neuron Disease,Familial Motor Neuron Disease,Familial Motor Neuron,
MESH:D057180,Frontotemporal Dementia,Familial Pick Disease,Familial Pick,
MESH:D057180,Frontotemporal Dementia,Familial Picks Disease,Familial Picks,
MESH:D057180,Frontotemporal Dementia,Familial Pick's Disease,Familial Pick's,
MESH:D010981,Platelet Storage Pool Deficiency,Familial Platelet Storage Pool Disease,Familial Platelet Storage Pool,
MESH:D065708,Porencephaly,Familial Porencephalic White Matter Disease,Familial Porencephalic White Matter,
MESH:C537186,Pigmented purpuric eruption,Familial Schamberg's disease,Familial Schamberg's,
MESH:C538136,Hyperexplexia hereditary,Familial startle disease,Familial startle,
MESH:C536567,Waldmann disease,Familial Waldmann's disease,Familial Waldmann's,
MESH:D000075262,"Hypoadrenocorticism, Familial",Familial X linked Addison Disease,Familial X linked Addison,
MESH:D000075262,"Hypoadrenocorticism, Familial",Familial X-linked Addison Disease,Familial X-linked Addison,
MESH:D055577,Farber Lipogranulomatosis,Farber Disease,Farber,
MESH:D055577,Farber Lipogranulomatosis,Farbers Disease,Farbers,
MESH:D055577,Farber Lipogranulomatosis,Farber's Disease,Farber's,
MESH:D016111,Sjogren-Larsson Syndrome,Fatty Aldehyde Dehydrogenase Deficiency Disease,Fatty Aldehyde Dehydrogenase Deficiency,
MESH:D010244,"Bulbar Palsy, Progressive",Fazio Londe Disease,Fazio Londe,
MESH:D010244,"Bulbar Palsy, Progressive",Fazio-Londe Disease,Fazio-Londe,
MESH:C537077,Febrile Ulceronecrotic Mucha-Habermann disease,Febrile Ulceronecrotic Mucha-Habermann disease,Febrile Ulceronecrotic Mucha-Habermann,
MESH:D000170,Acrodynia,Feer Disease,Feer,
MESH:D000170,Acrodynia,Feers Disease,Feers,
MESH:D000170,Acrodynia,Feer's Disease,Feer's,
